prefix,namespace
osmt:,<https://wiki.openstreetmap.org/wiki/Key:>
osmway:,<https://www.openstreetmap.org/way/>
asio:,<http://purl.org/hercules/asio/core#>
taxrefprop:,<http://taxref.mnhn.fr/lod/property/>
gas:,<http://www.bigdata.com/rdf/gas#>
oplfeat:,<http://www.openlinksw.com/ontology/features#>
lexicog:,<http://www.w3.org/ns/lemon/lexicog#>
persoon:,<http://data.vlaanderen.be/ns/persoon#>
gco:,<http://purl.jp/bio/12/glyco/conjugate#>
srv:,<http://www.daml.org/services/owl-s/1.2/Service.owl#>
rl:,<http://rl.com/resources/>
bao:,<http://www.bioassayontology.org/bao#>
cts:,<http://rdf.cdisc.org/sdtm-terminology#>
movieo:,<http://movie.com/ontology/>
pgxo:,<http://pgxo.loria.fr/>
esconv:,<http://vocab.ciudadesabiertas.es/def/sector-publico/convenio#>
